,A,B,Ratio
2545,BSc (Hons) Economics,Economics,100
2546,BSc (Hons) Economics & Finance,Economics,100
2547,BSc (Hons) Economics & Finance,Finance,100
2548,BSc (Hons) Economics and Finance,Economics,100
2549,BSc (Hons) Economics and Finance,Finance,100
2550,BSc (Hons) Economics and Management,Economics,100
2551,BSc (Hons) Economics and Management,Management,100
2552,BSc (Hons) Economics and Management Studies,Economics,100
2553,BSc (Hons) Economics and Management Studies,Management,100
2554,BSc (Hons) Economics and Mathematics,Economics,100
2555,BSc (Hons) Economics and Mathematics,Mathematics,100
2556,BSc (Hons) Economics and Politics,Economics,100
2557,BSc (Hons) Economics and Politics,Politics,100
2558,BSc (Hons) Economics with a Year in Business,Business,100
2559,BSc (Hons) Economics with a Year in Business,Economics,100
2560,BSc (Hons) Economics with Finance,Economics,100
2561,BSc (Hons) Economics with Finance,Finance,100
2562,"BSc (Hons) Economics, Politics and International Relations",Economics,100
2563,"BSc (Hons) Economics, Politics and International Relations",Politics,100
2564,BSc (Hons) Electronic and Communication Engineering,Engineering ,100
2565,BSc (Hons) Electronic Engineering,Engineering ,100
2566,BSc (Hons) English & History,English,100
2567,BSc (Hons) English & History,History,100
2568,BSc (Hons) English Literature,English,100
2569,BSc (Hons) English Literature,Literature,100
2570,BSc (Hons) Entrepreneurship and Innovation Management,Management,100
2571,BSc (Hons) Entrepreneurship and Innovation Management,Innovation,100
2572,BSc (Hons) Entrepreneurship and Innovation Management,Entrepreneurship,100
2573,BSc (Hons) Environmental Geology,Geology,100
2574,BSc (Hons) Environmental Science,Science,100
2575,BSc (Hons) Environmental Science with Hazards and Disasters,Science,100
2576,BSc (Hons) Events Management,Management,100
2577,BSc (Hons) Finance,Finance,100
2578,BSc (Hons) Finance ,Finance,100
2579,BSc (Hons) Finance (with a professional placement year),Finance,100
2580,BSc (Hons) Finance and Business,Business,100
2581,BSc (Hons) Finance and Business,Finance,100
2582,BSc (Hons) Finance and Business (with a professional placement year),Business,100
2583,BSc (Hons) Finance and Business (with a professional placement year),Finance,100
2584,BSc (Hons) Finance and Technology,Finance,100
2585,BSc (Hons) Finance and Technology,Technology,100
2586,BSc (Hons) Financial Economic and Banking,Banking,100
2587,BSc (Hons) Financial Economics,Economics,100
2588,BSc (Hons) Financial Mathematics,Mathematics,100
2589,BSc (Hons) Financial Mathematics ,Mathematics,100
2590,BSc (Hons) Food Science and Nutrition,Nutrition,100
2591,BSc (Hons) Food Science and Nutrition,Science,100
2592,BSc (Hons) Forensic and Analytical Science,Science,100
2593,BSc (Hons) Forensic Psychology and Criminal Justice,Psychology,100
2594,BSc (Hons) Forensic Psychology and Criminal Justice,Justice,100
2595,BSc (Hons) Forensic Science,Science,100
2596,BSc (Hons) Games and Multimedia Environments (GAME) (with an industrial placement year),Industrial,100
2597,BSc (Hons) Games Computing,Computing,100
2598,BSc (Hons) Games Design,Design,100
2599,BSc (Hons) Genetics,Genetics,100
2600,BSc (Hons) Geography,Geography,100
2601,BSc (Hons) Geology,Geology,100
2602,BSc (Hons) Geoscience,Geoscience,100
2603,BSc (Hons) Global Business Management,Business,100
2604,BSc (Hons) Global Business Management,Global,100
2605,BSc (Hons) Global Business Management,Management,100
2606,BSc (Hons) Hospitality Business Management,Business,100
2607,BSc (Hons) Hospitality Business Management,Management,100
2608,BSc (Hons) Human Resource Management and Business,Business,100
2609,BSc (Hons) Human Resource Management and Business,Management,100
2610,BSc (Hons) Immunology and Microbiology,Microbiology,100
2611,BSc (Hons) Information and Communication Technology,Information,100
2612,BSc (Hons) Information and Communication Technology,Technology,100
2613,BSc (Hons) International Business,Business,100
2614,BSc (Hons) International Business (with a professional placement year),Business,100
2615,BSc (Hons) International Business and Finance,Business,100
2616,BSc (Hons) International Business and Finance,Finance,100
2617,BSc (Hons) International Business and Finance ,Business,100
2618,BSc (Hons) International Business and Finance ,Finance,100
2619,BSc (Hons) International Business and Marketing,Business,100
2620,BSc (Hons) International Business and Marketing,Marketing,100
2621,BSc (Hons) International Business Management,Business,100
2622,BSc (Hons) International Business Management,Management,100
2623,BSc (Hons) International Business Management (France),Business,100
2624,BSc (Hons) International Business Management (France),Management,100
2625,BSc (Hons) International Events Management,Management,100
2626,BSc (Hons) International Hospitality and Tourism Management,Management,100
2627,BSc (Hons) International Hospitality Management,Management,100
2628,BSc (Hons) International Politics,Politics,100
2629,BSc (Hons) International Relations and Sociology,Sociology,100
2630,BSc (Hons) International Tourism Management,Management,100
2631,BSc (Hons) Landscape Architecture,Architecture,100
2632,BSc (Hons) Law with Criminology,Criminology,100
2633,BSc (Hons) Law with Criminology,Law,100
2634,BSc (Hons) Management with Accounting,Accounting,100
2635,BSc (Hons) Management with Accounting,Management,100
2636,BSc (Hons) Management with Digital Innovation,Digital,100
2637,BSc (Hons) Management with Digital Innovation,Management,100
2638,BSc (Hons) Management with Digital Innovation,Innovation,100
2639,BSc (Hons) Management with Digital Innovation year in business,Business,100
2640,BSc (Hons) Management with Digital Innovation year in business,Digital,100
2641,BSc (Hons) Management with Digital Innovation year in business,Management,100
2642,BSc (Hons) Management with Digital Innovation year in business,Innovation,100
2643,BSc (Hons) Management with Entrepreneurship,Management,100
2644,BSc (Hons) Management with Entrepreneurship,Entrepreneurship,100
2645,BSc (Hons) Management with Human Resources,Management,100
2646,BSc (Hons) Management with Human Resources (Year in Business),Business,100
2647,BSc (Hons) Management with Human Resources (Year in Business),Management,100
2648,BSc (Hons) Management with International Business,Business,100
2649,BSc (Hons) Management with International Business,Management,100
2650,BSc (Hons) Management with Marketing,Management,100
2651,BSc (Hons) Management with Marketing,Marketing,100
2652,BSc (Hons) Marketing & Advertising,Marketing,100
2653,BSc (Hons) Marketing and Design,Design,100
2654,BSc (Hons) Marketing and Design,Marketing,100
2655,BSc (Hons) Marketing and Management,Management,100
2656,BSc (Hons) Marketing and Management,Marketing,100
2657,BSc (Hons) Marketing and Management (with a professional placement year),Management,100
2658,BSc (Hons) Marketing and Management (with a professional placement year),Marketing,100
2659,BSc (Hons) Marketing and Management with Psychology,Management,100
2660,BSc (Hons) Marketing and Management with Psychology,Marketing,100
2661,BSc (Hons) Marketing and Management with Psychology,Psychology,100
2662,BSc (Hons) Marketing and Management with Psychology (with a professional placement year),Management,100
2663,BSc (Hons) Marketing and Management with Psychology (with a professional placement year),Marketing,100
2664,BSc (Hons) Marketing and Management with Psychology (with a professional placement year),Psychology,100
2665,BSc (Hons) Marketing Management,Management,100
2666,BSc (Hons) Marketing Management,Marketing,100
2667,BSc (Hons) Mathematics,Mathematics,100
2668,BSc (Hons) Mathematics & Philosophy,Mathematics,100
2669,BSc (Hons) Mathematics & Philosophy,Philosophy,100
2670,BSc (Hons) Mathematics & Physics,Mathematics,100
2671,BSc (Hons) Mathematics & Physics,Physics,100
2672,BSc (Hons) Mathematics and Music,Mathematics,100
2673,BSc (Hons) Mathematics and Music,Music,100
2674,BSc (Hons) Mathematics and Physics,Mathematics,100
2675,BSc (Hons) Mathematics and Physics,Physics,100
2676,BSc (Hons) Mathematics and Statistics,Mathematics,100
2677,BSc (Hons) Mathematics and Statistics,Statistics,100
2678,BSc (Hons) Mathematics with Economics,Economics,100
2679,BSc (Hons) Mathematics with Economics,Mathematics,100
2680,BSc (Hons) Mathematics with Finance,Finance,100
2681,BSc (Hons) Mathematics with Finance,Mathematics,100
2682,BSc (Hons) Mathematics with Philosophy,Mathematics,100
2683,BSc (Hons) Mathematics with Philosophy,Philosophy,100
2684,BSc (Hons) Mathematics with Statistics,Mathematics,100
2685,BSc (Hons) Mathematics with Statistics,Statistics,100
2686,"BSc (Hons) Mathematics, Statistics & Economics",Economics,100
2687,"BSc (Hons) Mathematics, Statistics & Economics",Mathematics,100
2688,"BSc (Hons) Mathematics, Statistics & Economics",Statistics,100
2689,"BSc (Hons) Mathematics, Statistics & Finance",Finance,100
2690,"BSc (Hons) Mathematics, Statistics & Finance",Mathematics,100
2691,"BSc (Hons) Mathematics, Statistics & Finance",Statistics,100
2692,BSc (Hons) Media and Communication,Media,100
2693,"BSc (Hons) Media, Communication, Cultures",Media,100
2694,"BSc (Hons) Media, Culture and Communication",Culture,100
2695,"BSc (Hons) Media, Culture and Communication",Media,100
2696,BSc (Hons) Medical Biochemistry,Biochemistry,100
2697,BSc (Hons) Medical Biology,Biology,100
2698,BSc (Hons) Medical Genetics,Genetics,100
2699,BSc (Hons) Medical Microbiology,Microbiology,100
2700,BSc (Hons) Medical Neuroscience,Neuroscience,100
2701,BSc (Hons) Microbiology,Microbiology,100
2702,BSc (Hons) Molecular Biology,Biology,100
2703,BSc (Hons) Music and Sound Recording (Tonmeister),Music,100
2704,BSc (Hons) Music Industries Management,Management,100
2705,BSc (Hons) Music Industries Management,Music,100
2706,BSc (Hons) Music Performance & Production,Music,100
2707,BSc (Hons) Music Production,Music,100
2708,BSc (Hons) Music Technology,Technology,100
2709,BSc (Hons) Music Technology,Music,100
2710,BSc (Hons) Music Technology and Audio Systems,Systems,100
2711,BSc (Hons) Music Technology and Audio Systems,Technology,100
2712,BSc (Hons) Music Technology and Audio Systems,Music,100
2713,BSc (Hons) Neuroscience,Neuroscience,100
2714,BSc (Hons) Nutrition,Nutrition,100
2715,BSc (Hons) Nutrition & Dietetics,Nutrition,100
2716,BSc (Hons) Nutrition (Exercise and Health),Nutrition,100
2717,BSc (Hons) Nutrition (Human Nutrition),Nutrition,100
2718,BSc (Hons) Occupational Therapy,Therapy,100
2719,BSc (Hons) Petroleum Geology,Geology,100
2720,BSc (Hons) Pharmaceutical Chemistry,Chemistry,100
2721,BSc (Hons) Pharmaceutical Science,Science,100
2722,BSc (Hons) Physics,Physics,100
2723,BSc (Hons) Physics with Astronomy,Physics,100
2724,BSc (Hons) Physics with Astronomy,Astronomy,100
2725,BSc (Hons) Physics with Astrophysics,Physics,100
2726,BSc (Hons) Physics with Astrophysics,Astrophysics,100
2727,BSc (Hons) Physics with Nuclear Astrophysics,Physics,100
2728,BSc (Hons) Physics with Nuclear Astrophysics,Astrophysics,100
2729,BSc (Hons) Physics with Quantum Technologies,Physics,100
2730,BSc (Hons) Physiotherapy,Physiotherapy,100
2731,BSc (Hons) Politics,Politics,100
2732,BSc (Hons) Politics and Criminology,Criminology,100
2733,BSc (Hons) Politics and Criminology,Politics,100
2734,BSc (Hons) Politics and Economics,Economics,100
2735,BSc (Hons) Politics and Economics,Politics,100
2736,BSc (Hons) Politics and Sociology,Politics,100
2737,BSc (Hons) Politics and Sociology,Sociology,100
2738,BSc (Hons) Politics with Sociology,Politics,100
2739,BSc (Hons) Politics with Sociology,Sociology,100
2740,BSc (Hons) Product Design,Design,100
2741,BSc (Hons) Product Design & Innovation,Design,100
2742,BSc (Hons) Product Design & Innovation,Innovation,100
2743,BSc (Hons) Product Design Engineering,Design,100
2744,BSc (Hons) Product Design Engineering,Engineering ,100
2745,BSc (Hons) Project Management,Management,100
2746,BSc (Hons) Psychology,Psychology,100
2747,BSc (Hons) Psychology ,Psychology,100
2748,BSc (Hons) Psychology & Criminology,Criminology,100
2749,BSc (Hons) Psychology & Criminology,Psychology,100
2750,BSc (Hons) Psychology & Sociology,Psychology,100
2751,BSc (Hons) Psychology & Sociology,Sociology,100
2752,BSc (Hons) Psychology (with professional placement year),Psychology,100
2753,BSc (Hons) Psychology and Clinical Psychology and Mental Health,Psychology,100
2754,BSc (Hons) Psychology with Business and Management,Business,100
2755,BSc (Hons) Psychology with Business and Management,Management,100
2756,BSc (Hons) Psychology with Business and Management,Psychology,100
2757,BSc (Hons) Psychology with Business Management,Business,100
2758,BSc (Hons) Psychology with Business Management,Management,100
2759,BSc (Hons) Psychology with Business Management,Psychology,100
2760,BSc (Hons) Psychology with Clinical Approaches,Psychology,100
2761,BSc (Hons) Psychology with Cognitive Science,Psychology,100
2762,BSc (Hons) Psychology with Cognitive Science,Science,100
2763,BSc (Hons) Psychology with Counselling,Psychology,100
2764,BSc (Hons) Psychology with Counselling,Counselling,100
2765,BSc (Hons) Psychology with Criminology,Criminology,100
2766,BSc (Hons) Psychology with Criminology,Psychology,100
2767,BSc (Hons) Psychology with Education,Education,100
2768,BSc (Hons) Psychology with Education,Psychology,100
2769,BSc (Hons) Psychology with Neuroscience,Neuroscience,100
2770,BSc (Hons) Psychology with Neuroscience,Psychology,100
2771,BSc (Hons) Psychology with Sociology,Psychology,100
2772,BSc (Hons) Psychology with Sociology,Sociology,100
2773,"BSc (Hons) Psychology, Clinical and Cognitive Neuroscience",Neuroscience,100
2774,"BSc (Hons) Psychology, Clinical and Cognitive Neuroscience",Psychology,100
2775,"BSc (Hons) Psychology, Development and Developmental Disorders",Psychology,100
2776,"BSc (Hons) Psychology, Development and Developmental Disorders",Disorders,100
2777,BSc (Hons) Public Relations with Journalism,Journalism,100
2778,BSc (Hons) Real Estate & Property Management,Management,100
2779,BSc (Hons) Real Estate & Property Management,Property,100
2780,BSc (Hons) Real Estate Management,Management,100
2781,"BSc (Hons) Safety, Health and Environmental Management",Management,100
2782,BSc (Hons) Science and Football,Science,100
2783,BSc (Hons) Social Psychology,Psychology,100
2784,BSc (Hons) Sociology,Sociology,100
2785,BSc (Hons) Sociology & International Relations,Sociology,100
2786,BSc (Hons) Sociology & Psychological Studies,Sociology,100
2787,BSc (Hons) Sociology and Criminology,Criminology,100
2788,BSc (Hons) Sociology and Criminology,Sociology,100
2789,BSc (Hons) Software Engineering,Engineering ,100
2790,BSc (Hons) Software Engineering,Software,100
2791,BSc (Hons) Sound Engineering & Music Production,Engineering ,100
2792,BSc (Hons) Sound Engineering & Music Production,Music,100
2793,BSc (Hons) Speech & Language Pathology,Speech,100
2794,BSc (Hons) Speech & Language Pathology,Pathology,100
2795,BSc (Hons) Speech and Language Sciences,Speech,100
2796,BSc (Hons) Sport & Exercise Nutrition,Nutrition,100
2797,BSc (Hons) Sport and Exercise Science,Science,100
2798,BSc (Hons) Sport Exercise and Nutrition,Nutrition,100
2799,BSc (Hons) Sports Science,Science,100
2800,BSc (Hons) Sports Science and Physiology,Science,100
2801,BSc (Hons) Supply Chain Management,Management,100
2802,BSc (Hons) t Business Management with Business Experience,Business,100
2803,BSc (Hons) t Business Management with Business Experience,Management,100
2804,BSc (Hons) Theoretical Physics,Physics,100
2805,BSc (Hons) Transport and Logistics Management,Management,100
2806,"BSc (Hons), MEng Computer Science with High Performance",Science,100
2807,"BSc (Hons), MMath  Mathematics",Mathematics,100
2808,BSc (Hons)/BSc Computer Science (Artificial Intelligence),Intelligence,100
2809,BSc (Hons)/BSc Computer Science (Artificial Intelligence),Science,100
2810,BSc / MComp Artificial Intelligence and Computer Science,Intelligence,100
2811,BSc / MComp Artificial Intelligence and Computer Science,Science,100
2812,BSc / MComp Computer Science,Science,100
2813,BSc / MEng (Hons) Computer Science,Science,100
2814,BSc / MEnv Environmental Science,Science,100
2815,BSc / MEnv Sustainability and Environmental Management,Management,100
2816,BSc / MSci Earth and Environmental Science,Science,100
2817,BSc /MChem Chemistry,Chemistry,100
2818,BSc Accounting & Finance,Accounting,100
2819,BSc Accounting & Finance,Finance,100
2820,BSc Accounting & Finance ,Accounting,100
2821,BSc Accounting & Finance ,Finance,100
2822,BSc Accounting & Finance (Industry),Accounting,100
2823,BSc Accounting & Finance (Industry),Finance,100
2824,BSc Accounting & Management,Accounting,100
2825,BSc Accounting & Management,Management,100
2826,BSc Accounting & Management (Industry),Accounting,100
2827,BSc Accounting & Management (Industry),Management,100
2828,BSc Accounting and Finance,Accounting,100
2829,BSc Accounting and Finance,Finance,100
2830,BSc Accounting and Finance with Placement Year,Accounting,100
2831,BSc Accounting and Finance with Placement Year,Finance,100
2832,"BSc Accounting, Finance & Mathematics",Accounting,100
2833,"BSc Accounting, Finance & Mathematics",Finance,100
2834,"BSc Accounting, Finance & Mathematics",Mathematics,100
2835,"BSc Accounting, Finance & Mathematics (Industry)",Accounting,100
2836,"BSc Accounting, Finance & Mathematics (Industry)",Finance,100
2837,"BSc Accounting, Finance & Mathematics (Industry)",Mathematics,100
2838,BSc Anatomy and Human Biology,Anatomy,100
2839,BSc Anatomy and Human Biology,Biology,100
2840,BSc Animal Science,Science,100
2841,BSc Applied Psychology,Psychology,100
2842,BSc Archaeology,Archaeology,100
2843,BSc Architectural Science,Science,100
2844,BSc Artificial Intelligence and Computer Science,Intelligence,100
2845,BSc Artificial Intelligence and Computer Science,Science,100
2846,BSc Behavioural Biology,Biology,100
2847,BSc Biochemistry,Biochemistry,100
2848,BSc Biology,Biology,100
2849,BSc Biology with Psychology,Biology,100
2850,BSc Biology with Psychology,Psychology,100
2851,BSc Biomedical Science,Science,100
2852,BSc Biomedical Sciences - Anatomy,Anatomy,100
2853,BSc Biomedical Sciences - Molecular Biology,Biology,100
2854,BSc Biotechnology - Applied Molecular Biology,Biology,100
2855,BSc Biotechnology - Applied Molecular Biology,Biotechnology,100
2856,BSc Business,Business,100
2857,BSc Business Analytics,Analytics,100
2858,BSc Business Analytics,Business,100
2859,BSc Business Analytics and Consultancy,Analytics,100
2860,BSc Business Analytics and Consultancy,Business,100
2861,BSc Business and Economics,Business,100
2862,BSc Business and Economics,Economics,100
2863,BSc Business and Management,Business,100
2864,BSc Business and Management,Management,100
2865,Bsc Business and Management (Year in Business),Business,100
2866,Bsc Business and Management (Year in Business),Management,100
2867,BSc Business and Management Studies,Business,100
2868,BSc Business and Management Studies,Management,100
2869,BSc Business Economics (Industry),Business,100
2870,BSc Business Economics (Industry),Economics,100
2871,BSc Business Management,Business,100
2872,BSc Business Management,Management,100
2873,BSc Business Management (Industry),Business,100
2874,BSc Business Management (Industry),Management,100
2875,BSc Business Management (Study Abroad),Business,100
2876,BSc Business Management (Study Abroad),Management,100
2877,BSc Business Studies,Business,100
2878,BSc Chemistry,Chemistry,100
2879,BSc Chemistry with Biological and Medicinal Chemistry,Chemistry,100
2880,BSc Computer Science,Science,100
2881,BSc Computer Science (Artificial Intelligence),Intelligence,100
2882,BSc Computer Science (Artificial Intelligence),Science,100
2883,BSc Computer Science (Network & Communications),Communications,100
2884,BSc Computer Science (Network & Communications),Science,100
2885,BSc Computer Science (study abroad),Science,100
2886,BSc Computer Science Information Security,Information,100
2887,BSc Computer Science Information Security,Science,100
2888,BSc Computer Science Information Security (Year in Industry),Information,100
2889,BSc Computer Science Information Security (Year in Industry),Science,100
2890,BSc Computer Science Software Engineering,Engineering ,100
2891,BSc Computer Science Software Engineering,Science,100
2892,BSc Computer Science Software Engineering,Software,100
2893,BSc Computer Science with Artificial Intelligence,Intelligence,100
2894,BSc Computer Science with Artificial Intelligence,Science,100
2895,BSc Computing,Computing,100
2896,BSc Computing ,Computing,100
2897,BSc Computing Science,Computing,100
2898,BSc Computing Science,Science,100
2899,BSc Conservation Biology,Biology,100
2900,BSc Criminology,Criminology,100
2901,BSc Criminology and Sociology,Criminology,100
2902,BSc Criminology and Sociology,Sociology,100
2903,BSc Ecology and Conservation,Ecology,100
2904,BSc Econometrics and Operations Research,Operations,100
2905,BSc Economics,Economics,100
2906,Bsc Economics ,Economics,100
2907,BSc Economics (Industry),Economics,100
2908,BSc Economics and Finance,Economics,100
2909,BSc Economics and Finance,Finance,100
2910,BSc Economics and Management,Economics,100
2911,BSc Economics and Management,Management,100
2912,BSc Economics with Finance,Economics,100
2913,BSc Economics with Finance,Finance,100
2914,BSc Entrepreneurship and Business Innovation,Business,100
2915,BSc Entrepreneurship and Business Innovation,Innovation,100
2916,BSc Entrepreneurship and Business Innovation,Entrepreneurship,100
2917,BSc Entrepreneurship and Management,Management,100
2918,BSc Entrepreneurship and Management,Entrepreneurship,100
2919,BSc Environmental Biology,Biology,100
2920,BSc Environmental Geoscience,Geoscience,100
2921,BSc Environmental Science,Science,100
2922,BSc Finance,Finance,100
2923,BSc Finance ,Finance,100
2924,BSc Finance & Economics,Economics,100
2925,BSc Finance & Economics,Finance,100
2926,BSc Finance & Economics (Industry),Economics,100
2927,BSc Finance & Economics (Industry),Finance,100
2928,BSc Finance (Industry),Finance,100
2929,BSc Financial Mathematics,Mathematics,100
2930,BSc Food Science,Science,100
2931,BSc Forensic and Analytical Chemistry,Chemistry,100
2932,BSc Genetics,Genetics,100
2933,BSc Geography,Geography,100
2934,BSc Geology,Geology,100
2935,BSc Geology and Petroleum Geology,Geology,100
2936,BSc Global Management of Social Issues,Global,100
2937,BSc Global Management of Social Issues,Management,100
2938,BSc Health and Performance Science,Science,100
2939,BSc Human Resource Studies: People Management,Management,100
2940,BSC Interior design,Design,100
2941,BSc International Bachelor Economics & Business  Economics (IBEB),Business,100
2942,BSc International Bachelor Economics & Business  Economics (IBEB),Economics,100
2943,BSc International Bachelor Economics & Business Economics (IBEB,Business,100
2944,BSc International Bachelor Economics & Business Economics (IBEB,Economics,100
2945,BSc International Bachelor Economics & Business Economics (IBEB),Business,100
2946,BSc International Bachelor Economics & Business Economics (IBEB),Economics,100
2947,BSc International Business,Business,100
2948,BSc International Business Administration,Administration,100
2949,BSc International Business Administration,Business,100
2950,BSc International Business Administration (IBA),Administration,100
2951,BSc International Business Administration (IBA),Business,100
2952,BSc International Business and Management ,Business,100
2953,BSc International Business and Management ,Management,100
2954,BSc International Hospitality Management,Management,100
2955,BSc International Management,Management,100
2956,BSc International Management (Study Abroad),Management,100
2957,BSc International Sociology,Sociology,100
2958,BSc Landscape Architecture,Architecture,100
2959,BSc Management,Management,100
2960,BSc Management and Human Resouces (Industry),Management,100
2961,BSc Management and Human Resources,Management,100
2962,BSc Management and Information Technology,Information,100
2963,BSc Management and Information Technology,Management,100
2964,BSc Management and Information Technology,Technology,100
2965,BSc Management and Information Technology (Industry),Information,100
2966,BSc Management and Information Technology (Industry),Management,100
2967,BSc Management and Information Technology (Industry),Technology,100
2968,BSc Management with Digital Innovation,Digital,100
2969,BSc Management with Digital Innovation,Management,100
2970,BSc Management with Digital Innovation,Innovation,100
2971,BSc Management with Entrepreneurship,Management,100
2972,BSc Management with Entrepreneurship,Entrepreneurship,100
2973,BSc Management with Human Resources,Management,100
2974,BSc Management with International Business,Business,100
2975,BSc Management with International Business,Management,100
2976,BSc Management with International Business (Year in Business),Business,100
2977,BSc Management with International Business (Year in Business),Management,100
2978,BSc Management with Marketing,Management,100
2979,BSc Management with Marketing,Marketing,100
2980,"BSc Management, Politics & International Relations (Industry)",Management,100
2981,"BSc Management, Politics & International Relations (Industry)",Politics,100
2982,BSc Marine Biology,Biology,100
2983,BSc Marketing,Marketing,100
2984,BSc Marketing and Management,Management,100
2985,BSc Marketing and Management,Marketing,100
2986,BSc Marketing Management,Management,100
2987,BSc Marketing Management,Marketing,100
2988,BSc Marketing Management (Study Abroad),Management,100
2989,BSc Marketing Management (Study Abroad),Marketing,100
2990,BSc Marketing with Psychology,Marketing,100
2991,BSc Marketing with Psychology,Psychology,100
2992,BSc Mathematical Science,Science,100
2993,BSc Mathematics,Mathematics,100
2994,BSc Mathematics and Statistics,Mathematics,100
2995,BSc Mathematics and Statistics,Statistics,100
2996,BSc Mathematics with Finance,Finance,100
2997,BSc Mathematics with Finance,Mathematics,100
2998,"BSc Mathematics, Operational Research, Statistics and Economics (MORSE)",Economics,100
2999,"BSc Mathematics, Operational Research, Statistics and Economics (MORSE)",Mathematics,100
3000,"BSc Mathematics, Operational Research, Statistics and Economics (MORSE)",Statistics,100
3001,BSc Mechanical Engineering,Engineering ,100
3002,BSc Mechanical Engineering,Mechanical,100
3003,BSc Neuroscience with Psychology,Neuroscience,100
3004,BSc Neuroscience with Psychology,Psychology,100
3005,BSc Nutrition & Food Science,Nutrition,100
3006,BSc Nutrition & Food Science,Science,100
3007,Bsc of economics ,Economics,100
3008,BSc Petroleum Geology,Geology,100
3009,"BSc Philosophy, Politics and Economics (PPE)",Economics,100
3010,"BSc Philosophy, Politics and Economics (PPE)",Philosophy,100
3011,"BSc Philosophy, Politics and Economics (PPE)",Politics,100
3012,BSc Physics,Physics,100
3013,BSc Physics and Astronomy,Physics,100
3014,BSc Physics and Astronomy,Astronomy,100
3015,BSc Physics and Astrophysics,Physics,100
3016,BSc Physics and Astrophysics,Astrophysics,100
3017,BSc Physics with Medical Physics,Physics,100
3018,BSc Physics with Particle Physics & Cosmology,Physics,100
3019,BSc Physics with Particle Physics & Cosmology,Cosmology,100
3020,"BSc Physics, Astrophysics and Cosmology",Physics,100
3021,"BSc Physics, Astrophysics and Cosmology",Astrophysics,100
3022,"BSc Physics, Astrophysics and Cosmology",Cosmology,100
3023,Bsc Politics,Politics,100
3024,BSc Psychology,Psychology,100
3025,BSc Public Governance,Governance,100
3026,BSc Radiography,Radiography,100
3027,BSc Science,Science,100
3028,BSc Science with intended specialisation in Physics,Physics,100
3029,BSc Science with intended specialisation in Physics,Science,100
3030,BSc Science with intended specialization in Microbiology,Microbiology,100
3031,BSc Science with intended specialization in Microbiology,Science,100
3032,BSc Science with intended specialization in Neuroscience,Neuroscience,100
3033,BSc Science with intended specialization in Neuroscience,Science,100
3034,BSc Science with intended specialization in Pharmacology,Science,100
3035,BSc Science with intended specialization in Physics with Astronomy and Space Science,Physics,100
3036,BSc Science with intended specialization in Physics with Astronomy and Space Science,Science,100
3037,BSc Science with intended specialization in Physics with Astronomy and Space Science,Astronomy,100
3038,BSc Social Science,Science,100
3039,BSc Software Engineering,Engineering ,100
3040,BSc Software Engineering,Software,100
3041,BSc Sport and Exercise Science,Science,100
3042,BSc Sports and Exercise Science,Science,100
3043,BSc Sustainability and Environmental Management,Management,100
3044,BSc Theoretical Physics,Physics,100
3045,BSc Computer Science (G400),Science,100
3046,BSc(Econ) (Hons) Economics,Economics,100
3047,BSc(Econ) (Hons) Economics with Political Studies,Economics,100
3048,BSc(Econ) (Hons) Financial & Business Economics,Business,100
3049,BSc(Econ) (Hons) Financial & Business Economics,Economics,100
3050,BSc(Econ) Economics,Economics,100
3051,BSc(Econ) Economics with a Year in Business,Business,100
3052,BSc(Econ) Economics with a Year in Business,Economics,100
3053,BSc(Econ) Financial & Business Economics,Business,100
3054,BSc(Econ) Financial & Business Economics,Economics,100
3055,BSc(Hons) Artificial Intelligence and Computer Science,Intelligence,100
3056,BSc(Hons) Artificial Intelligence and Computer Science,Science,100
3057,BSc(Hons) Business Management (Entrepreneurship),Business,100
3058,BSc(Hons) Business Management (Entrepreneurship),Management,100
3059,BSc(Hons) Business Management (Entrepreneurship),Entrepreneurship,100
3060,BSc(Hons) Business Management with Business Experience,Business,100
3061,BSc(Hons) Business Management with Business Experience,Management,100
3062,BSc(Hons) Computer Science,Science,100
3063,BSc(Hons) Computing,Computing,100
3064,BSc(Hons) Computing Science,Computing,100
3065,BSc(Hons) Computing Science,Science,100
3066,BSc(Hons) Computing Science with Cyber Security,Computing,100
3067,BSc(Hons) Computing Science with Cyber Security,Science,100
3068,BSc(Hons) Economics and Finance,Economics,100
3069,BSc(Hons) Economics and Finance,Finance,100
3070,BSc(Hons) Human Resource Management and Business,Business,100
3071,BSc(Hons) Human Resource Management and Business,Management,100
3072,BSc(Hons) Management with Marketing,Management,100
3073,BSc(Hons) Management with Marketing,Marketing,100
3074,BSc(Hons) Psychology with Clinical Approaches,Psychology,100
3075,"BSc, Mchem Chemistry",Chemistry,100
3076,"BSc, MDes Product Design",Design,100
3077,"BSc, MEng (Hons) Computer Science",Science,100
3078,"BSc, MEng Computer Science",Science,100
3079,"BSc, MEng Computer Science with Artificial Intelligence",Intelligence,100
3080,"BSc, MEng Computer Science with Artificial Intelligence",Science,100
3081,"BSc, MSci  Computer Science with Mathematics",Mathematics,100
3082,"BSc, MSci  Computer Science with Mathematics",Science,100
3083,"BSc, MSci Computer Science with Mathematics",Mathematics,100
3084,"BSc, MSci Computer Science with Mathematics",Science,100
3085,BSc. Accounting & Management,Accounting,100
3086,BSc. Accounting & Management,Management,100
3087,BSc/BA Economics,Economics,100
