,A,B,Ratio
4669,MBA Business Administration - Leadership Management,Business,100
4670,MBA Business Administration - Leadership Management,Management,100
4671,MBA Business Administration - Marketing,Administration,100
4672,MBA Business Administration - Marketing,Business,100
4673,MBA Business Administration - Marketing,Marketing,100
4674,MBA Business Administration- Accounting Information Systems,Accounting,100
4675,MBA Business Administration- Accounting Information Systems,Administration,100
4676,MBA Business Administration- Accounting Information Systems,Business,100
4677,MBA Business Administration- Accounting Information Systems,Information,100
4678,MBA Business Administration- Accounting Information Systems,Systems,100
4679,MBA Energy Management,Management,100
4680,MBA Finance,Finance,100
4681,MBA Global Business,Business,100
4682,MBA Global Business,Global,100
4683,MBA Global Financial Services,Global,100
4684,MBA International Fashion Management,Management,100
4685,MBA International Human Resources Management,Management,100
4686,MBA International Marketing,Marketing,100
4687,MBA Master of Business Administration,Administration,100
4688,MBA Master of Business Administration,Business,100
4689,MBChB Medicine,Medicine,100
4690,MBChB Medicine (alternative degree option: BSc Genetics),Genetics,100
4691,MBChB Medicine (alternative degree option: BSc Genetics),Medicine,100
4692,Mbiol (Hons) Genetics,Genetics,100
4693,Mbiol (Hons) Medical Biochemistry,Biochemistry,100
4694,MBiolSci Biology,Biology,100
4695,MChem Chemistry,Chemistry,100
4696,MChem Chemistry (Industrial Route),Chemistry,100
4697,MChem Chemistry (Industrial Route),Industrial,100
4698,MChem Chemistry with Biological and Medicinal Chemistry,Chemistry,100
4699,MComp  Computer Science (with an industrial placement) (5 year course),Science,100
4700,MComp  Computer Science (with an industrial placement) (5 year course),Industrial,100
4701,MComp Computer Science (4 year course),Science,100
4702,MComp Computer Science (with an industrial placement) (5 year course),Science,100
4703,MComp Computer Science (with an industrial placement) (5 year course),Industrial,100
4704,Mechanical Engineering,Engineering ,100
4705,Mechanical Engineering,Mechanical,100
4706,Mechanical Engineering ,Engineering ,100
4707,Mechanical Engineering ,Mechanical,100
4708,Mechanical Engineering  (PREM),Engineering ,100
4709,Mechanical Engineering  (PREM),Mechanical,100
4710,Mechanical Engineering  (The College of Engineering and Mathematical Sciences),Engineering ,100
4711,Mechanical Engineering  (The College of Engineering and Mathematical Sciences),Mechanical,100
4712,Mechanical Engineering - BS,Engineering ,100
4713,Mechanical Engineering - BS,Mechanical,100
4714,Mechanical Engineering - MEng,Engineering ,100
4715,Mechanical Engineering - MEng,Mechanical,100
4716,Mechanical Engineering - MS,Engineering ,100
4717,Mechanical Engineering - MS,Mechanical,100
4718,Mechanical Engineering (The College of  Engineering and Mathematical Sciences),Engineering ,100
4719,Mechanical Engineering (The College of  Engineering and Mathematical Sciences),Mechanical,100
4720,Mechanical Engineering Technology,Engineering ,100
4721,Mechanical Engineering Technology,Mechanical,100
4722,Mechanical Engineering Technology,Technology,100
4723,Mechanical Engineering with an industrial placement year,Engineering ,100
4724,Mechanical Engineering with an industrial placement year,Mechanical,100
4725,Mechanical Engineering with an industrial placement year,Industrial,100
4726,Mechanical Engineering with Project Management ,Engineering ,100
4727,Mechanical Engineering with Project Management ,Management,100
4728,Mechanical Engineering with Project Management ,Mechanical,100
4729,Mechanical Engineering ,Engineering ,100
4730,Mechanical Engineering ,Mechanical,100
4731,"Mechanical Engineering, BSME (designated as  pre-engineering)",Engineering ,100
4732,"Mechanical Engineering, BSME (designated as  pre-engineering)",Mechanical,100
4733,"Mechanical Engineering, BSME (designated as pre-engineering)",Engineering ,100
4734,"Mechanical Engineering, BSME (designated as pre-engineering)",Mechanical,100
4735,"Mechanical Engineering, M.Eng.",Engineering ,100
4736,"Mechanical Engineering, M.Eng.",Mechanical,100
4737,Mechanical Engineering: General: Biomedical Engineering,Engineering ,100
4738,Mechanical Engineering: General: Biomedical Engineering,Mechanical,100
4739,Mechatronics and Autonomous Systems ,Systems,100
4740,Media,Media,100
4741,Media & Cultural Studies ,Media,100
4742,Media and Communication,Media,100
4743,Media and Communications,Communications,100
4744,Media and Communications,Media,100
4745,Media and Cultural Studies,Media,100
4746,Media and Cultural Studies (Placement Year),Media,100
4747,Media Arts,Media,100
4748,Media Arts - Animation,Media,100
4749,Media Arts - Computer Graphics,Media,100
4750,Media Arts - Film and Video Production,Media,100
4751,Media Arts - Media Management,Management,100
4752,Media Arts - Media Management,Media,100
4753,Media Arts & Design,Design,100
4754,Media Arts & Design,Media,100
4755,Media Arts : Photography,Media,100
4756,Media Arts : Photography,Photography,100
4757,Media Arts and Design,Design,100
4758,Media Arts and Design,Media,100
4759,Media Communications and Culture and International Business,Business,100
4760,Media Communications and Culture and International Business,Communications,100
4761,Media Communications and Culture and International Business,Culture,100
4762,Media Communications and Culture and International Business,Media,100
4763,Media Communications and Culture and Politics,Communications,100
4764,Media Communications and Culture and Politics,Culture,100
4765,Media Communications and Culture and Politics,Media,100
4766,Media Communications and Culture and Politics,Politics,100
4767,media or business,Business,100
4768,media or business,Media,100
4769,Media Production,Media,100
4770,Media Studies,Media,100
4771,Media Studies ,Media,100
4772,media study,Media,100
4773,"Media, Communication, Cultures  ",Media,100
4774,"Media, Communications and Culture",Communications,100
4775,"Media, Communications and Culture",Culture,100
4776,"Media, Communications and Culture",Media,100
4777,Medical Genetics,Genetics,100
4778,Medicinal Chemistry,Chemistry,100
4779,Medicine,Medicine,100
4780,Medicine ,Medicine,100
4781,Medicine ,Medicine,100
4782,Medicine/ Health Science,Medicine,100
4783,Medicine/ Health Science,Science,100
4784,MEng (Hons) Aeronautical and Aerospace Engineering,Aerospace,100
4785,MEng (Hons) Aeronautical and Aerospace Engineering,Engineering ,100
4786,MEng (Hons) Aerospace Engineering,Aerospace,100
4787,MEng (Hons) Aerospace Engineering,Engineering ,100
4788,MEng (Hons) Chemical Engineering with a Year in Industry,Engineering ,100
4789,MEng (Hons) Computer Science,Science,100
4790,MEng (Hons) Computer Science with Artificial Intelligence,Intelligence,100
4791,MEng (Hons) Computer Science with Artificial Intelligence,Science,100
4792,MEng (Hons) Electrical and Electronic Engineering,Electrical,100
4793,MEng (Hons) Electrical and Electronic Engineering,Engineering ,100
4794,MEng (Hons) Electronic Engineering with Computer Systems,Engineering ,100
4795,MEng (Hons) Electronic Engineering with Computer Systems,Systems,100
4796,MEng (Hons) Energy Engineering,Engineering ,100
4797,MEng (Hons) Mechanical Engineering,Engineering ,100
4798,MEng (Hons) Mechanical Engineering,Mechanical,100
4799,MEng (Hons) Mechanical Engineering (Power and Energy),Engineering ,100
4800,MEng (Hons) Mechanical Engineering (Power and Energy),Mechanical,100
4801,MEng (Hons) Software Engineering,Engineering ,100
4802,MEng (Hons) Software Engineering,Software,100
4803,MEng Aerospace Engineering,Aerospace,100
4804,MEng Aerospace Engineering,Engineering ,100
4805,MEng Architectural Engineering,Engineering ,100
4806,MEng Architectural Engineering ,Engineering ,100
4807,MEng Biomaterials Science and Engineering,Engineering ,100
4808,MEng Biomaterials Science and Engineering,Science,100
4809,MEng Chemical Engineering with Energy,Engineering ,100
4810,MEng Chemical Engineering with Nuclear Technology,Engineering ,100
4811,MEng Chemical Engineering with Nuclear Technology,Technology,100
4812,MEng Chemical Engineering with Nuclear Technology ,Engineering ,100
4813,MEng Chemical Engineering with Nuclear Technology ,Technology,100
4814,MEng Chemical Engineering with Pharmaceutical Engineering,Engineering ,100
4815,MEng Chemical Engineering with Pharmaceutical Engineering ,Engineering ,100
4816,MEng Civil & Structural Engineering,Engineering ,100
4817,MEng Civil and Structural Engineering,Engineering ,100
4818,MEng Civil Engineering,Engineering ,100
4819,MEng Computer Science with Artificial Intelligence,Intelligence,100
4820,MEng Computer Science with Artificial Intelligence,Science,100
4821,MEng Computer Systems Engineering,Engineering ,100
4822,MEng Computer Systems Engineering,Systems,100
4823,MEng Design Engineering/Design Engineering with Advanced Product Development/Sustainability,Design,100
4824,MEng Design Engineering/Design Engineering with Advanced Product Development/Sustainability,Engineering ,100
4825,MEng Electrical and Electronic Engineering,Electrical,100
4826,MEng Electrical and Electronic Engineering,Engineering ,100
4827,MEng Electrical and Electronic Engineering ,Electrical,100
4828,MEng Electrical and Electronic Engineering ,Engineering ,100
4829,MEng Electrical Engineering,Electrical,100
4830,MEng Electrical Engineering,Engineering ,100
4831,MEng Electrical Engineering ,Electrical,100
4832,MEng Electrical Engineering ,Engineering ,100
4833,MEng Electronics and Renewable Energy Systems,Systems,100
4834,MEng Engineering,Engineering ,100
4835,MEng Materials Science with Nuclear Engineering,Engineering ,100
4836,MEng Materials Science with Nuclear Engineering,Materials,100
4837,MEng Materials Science with Nuclear Engineering,Science,100
4838,MEng Mechanical Engineering,Engineering ,100
4839,MEng Mechanical Engineering,Mechanical,100
4840,MEng Mechatronic & Robotic Engineering with a Year in Industry,Engineering ,100
4841,MEng Mechatronic & Robotic Engineering with a Year in Industry,Robotic,100
4842,MEng Mechatronic and Robotic Engineering with a Year in Industry,Engineering ,100
4843,MEng Mechatronic and Robotic Engineering with a Year in Industry,Robotic,100
4844,MEng Structural Engineering & Architecture,Architecture,100
4845,MEng Structural Engineering & Architecture,Engineering ,100
4846,MEng Structural Engineering & Architecture ,Architecture,100
4847,MEng Structural Engineering & Architecture ,Engineering ,100
4848,"MEng, BEng  Mechanical Engineering",Engineering ,100
4849,"MEng, BEng  Mechanical Engineering",Mechanical,100
4850,"MEng, BEng (Hons) Chemical Engineering",Engineering ,100
4851,"MEng, BEng Aeronautical and Aerospace Engineering",Aerospace,100
4852,"MEng, BEng Aeronautical and Aerospace Engineering",Engineering ,100
4853,"MEng, BEng Aeronautical and Aerospace Engineering ",Aerospace,100
4854,"MEng, BEng Aeronautical and Aerospace Engineering ",Engineering ,100
4855,"MEng, BEng Aeronautical and Aerospace Engineering ",Aerospace,100
4856,"MEng, BEng Aeronautical and Aerospace Engineering ",Engineering ,100
4857,"MEng, BEng Automotive Engineering",Engineering ,100
4858,"MEng, BEng Chemical and Energy Engineering",Engineering ,100
4859,"MEng, BEng Civil and Environmental Engineering",Engineering ,100
4860,"MEng, BEng Civil and Structural Engineering",Engineering ,100
4861,"MEng, BEng Civil Engineering with Project Management",Engineering ,100
4862,"MEng, BEng Civil Engineering with Project Management",Management,100
4863,"MEng, BEng Electronic and Electrical Engineering",Electrical,100
4864,"MEng, BEng Electronic and Electrical Engineering",Engineering ,100
4865,"MEng, BEng Mechanical Engineering",Engineering ,100
4866,"MEng, BEng Mechanical Engineering",Mechanical,100
4867,"MEng, BEng Medical Engineering",Engineering ,100
4868,"MEng, BEng Petroleum Engineering",Engineering ,100
4869,MFA in Graphic and Web Design,Design,100
4870,MHA Health Administration,Administration,100
4871,Migration and Global Development,Global,100
4872,MLitt Digital Journalism,Digital,100
4873,MLitt Digital Journalism,Journalism,100
4874,MLitt Media & Communication,Media,100
4875,MMet Advanced Metallurgy,Metallurgy,100
4876,Molecular Genetics (College of Agriculture & Life Sciences),Genetics,100
4877,Molecular Microbiology,Microbiology,100
4878,"Money, Banking and Finance",Banking,100
4879,"Money, Banking and Finance",Finance,100
4880,"Money, Banking and Finance ",Banking,100
4881,"Money, Banking and Finance ",Finance,100
4882,MPA Health Administration,Administration,100
4883,MPA Health Care Administration,Administration,100
4884,MPA Public Administration,Administration,100
4885,MPA Public Administration - Health Care Administration ,Administration,100
4886,MPA Public Administration - Public Management ,Administration,100
4887,MPA Public Administration - Public Management ,Management,100
4888,MPharm  Pharmacy,Pharmacy,100
4889,MPharm (Hons)  Pharmacy,Pharmacy,100
4890,MPharm (Hons) Pharmacy,Pharmacy,100
4891,MPharm Pharmacy,Pharmacy,100
4892,MPhys (Hons) Astrophysics,Astrophysics,100
4893,MPhys (Hons) Physics with Quantum Technologies,Physics,100
4894,MPhys Physics and Astronomy,Physics,100
4895,MPhys Physics and Astronomy,Astronomy,100
4896,MPsych (Hons) Advanced Psychology,Psychology,100
4897,MRes Ecology and Environment,Ecology,100
4898,MRes Ecology and Environment,Environment,100
4899,MRes Evolutionary Biology,Biology,100
4900,MRes Neuroscience,Neuroscience,100
4901,MRes Plant and Microbial Biology,Biology,100
4902,MS Biology - Medical Microbiology,Biology,100
4903,MS Biology - Medical Microbiology,Microbiology,100
4904,MS Biology - Molecular-Cellular Biology,Biology,100
4905,MS Biomedical Science  ,Science,100
4906,MS Business Information Technology,Business,100
4907,MS Business Information Technology,Information,100
4908,MS Business Information Technology,Technology,100
4909,MS Childhood/Special Education,Childhood,100
4910,MS Childhood/Special Education,Education,100
4911,MS Civil and Environmental Engineering,Engineering ,100
4912,MS Civil Engineering,Engineering ,100
4913,MS Clinical Laboratory Science,Science,100
4914,MS Communication and Media - Digital Media,Digital,100
4915,MS Communication and Media - Digital Media,Media,100
4916,MS Communication and Media - Strategic  Communication,Media,100
4917,MS Communication and Media - Strategic Communication,Media,100
4918,MS Computer Science,Science,100
4919,MS Computer Science - Professional,Science,100
4920,MS Computer Science - Thesis,Science,100
4921,MS Data Analytics & Strategic Business Intelligence,Analytics,100
4922,MS Data Analytics & Strategic Business Intelligence,Business,100
4923,MS Data Analytics & Strategic Business Intelligence,Data,100
4924,MS Data Analytics & Strategic Business Intelligence,Intelligence,100
4925,MS Digital Media Design - Web Design Technology,Design,100
4926,MS Digital Media Design - Web Design Technology,Digital,100
4927,MS Digital Media Design - Web Design Technology,Media,100
4928,MS Digital Media Design - Web Design Technology,Technology,100
4929,MS Early Childhood Education ,Childhood,100
4930,MS Early Childhood Education ,Education,100
4931,MS Earth Science,Science,100
4932,MS Electrical Engineering,Electrical,100
4933,MS Electrical Engineering,Engineering ,100
4934,MS Engineering Management,Engineering ,100
4935,MS Engineering Management,Management,100
4936,MS Environmental Science,Science,100
4937,MS Exercise Science - Exercise Physiology,Science,100
4938,MS Exercise Science - Fitness for Special Populations,Science,100
4939,MS Exercise Science - Sports Nutrition,Nutrition,100
4940,MS Exercise Science - Sports Nutrition,Science,100
4941,MS Exercise Science - Strength and Conditioning,Science,100
4942,MS Human Resource Management,Management,100
4943,MS Information Systems,Information,100
4944,MS Information Systems,Systems,100
4945,MS Management Engineering,Engineering ,100
4946,MS Management Engineering,Management,100
4947,MS Mechanical Engineering,Engineering ,100
4948,MS Mechanical Engineering,Mechanical,100
4949,MS Nutrition,Nutrition,100
4950,MS Pharmaceutics - Cosmetic Science,Science,100
4951,MS Pharmaceutics - Industrial Pharmacy,Pharmacy,100
4952,MS Pharmaceutics - Industrial Pharmacy,Industrial,100
4953,MS Pharmacology / Toxicology,Toxicology,100
4954,MS Statistics,Statistics,100
4955,MS Technical Project Management,Management,100
4956,MSA Accounting,Accounting,100
4957,MSc    International Management,Management,100
4958,MSc  5G Advanced Communications,Communications,100
4959,MSc  Accountancy and Finance,Finance,100
4960,MSc  Accounting and Finance,Accounting,100
4961,MSc  Accounting and Finance,Finance,100
4962,MSc  Advanced Computer Science,Science,100
4963,MSc  Advanced Mechanical Engineering,Engineering ,100
4964,MSc  Advanced Mechanical Engineering,Mechanical,100
4965,MSc  Artificial Intelligence and Adaptive Systems,Intelligence,100
4966,MSc  Artificial Intelligence and Adaptive Systems,Systems,100
4967,MSc  Banking & Finance,Banking,100
4968,MSc  Banking & Finance,Finance,100
4969,MSc  Banking and Finance,Banking,100
4970,MSc  Banking and Finance,Finance,100
4971,MSc  Business Analytics,Analytics,100
4972,MSc  Business Analytics,Business,100
4973,MSc  Business Analytics (with Placement Year),Analytics,100
4974,MSc  Business Analytics (with Placement Year),Business,100
4975,MSc  Civil Engineering,Engineering ,100
4976,MSc  Computer Science,Science,100
4977,MSc  Developmental Psychology in Research and Practice,Psychology,100
4978,MSc  Economics,Economics,100
4979,MSc  Economics & Finance,Economics,100
4980,MSc  Economics & Finance,Finance,100
4981,MSc - Electronic and Electrical Engineering,Electrical,100
4982,MSc - Electronic and Electrical Engineering,Engineering ,100
4983,MSc - Electronic and Electrical Engineering ,Electrical,100
4984,MSc - Electronic and Electrical Engineering ,Engineering ,100
4985,MSc  Engineering Business Management,Business,100
4986,MSc  Engineering Business Management,Engineering ,100
4987,MSc  Engineering Business Management,Management,100
4988,MSc  Engineering Project Management,Engineering ,100
4989,MSc  Engineering Project Management,Management,100
4990,MSc  Entrepreneurship and Innovation,Innovation,100
4991,MSc  Entrepreneurship and Innovation,Entrepreneurship,100
4992,MSc  Environmental Psychology,Psychology,100
4993,MSc  Finance (Finance and Investment) (alternative degree option:MSc Economics),Economics,100
4994,MSc  Finance (Finance and Investment) (alternative degree option:MSc Economics),Finance,100
4995,MSc  Finance and Accounting,Accounting,100
4996,MSc  Finance and Accounting,Finance,100
4997,MSc  Human Resource Management,Management,100
4998,MSc  International Business,Business,100
4999,MSc  International Business & Strategy,Business,100
5000,MSc  International Business and Management,Business,100
5001,MSc  International Business and Management,Management,100
5002,MSc  International Business Management,Business,100
5003,MSc  International Business Management,Management,100
5004,MSc  International Business with Marketing,Business,100
5005,MSc  International Business with Marketing,Marketing,100
5006,MSc  International Business with Tourism and Hospitality,Business,100
5007,MSc  International Corporate Finance,Finance,100
5008,MSc  International Events Management,Management,100
5009,MSc  International Finance and Economics,Economics,100
5010,MSc  International Finance and Economics,Finance,100
5011,MSc  International Marketing,Marketing,100
5012,MSc  Investment Management,Management,100
5013,MSc  Logistics & Supply Chain Management,Management,100
5014,MSc  Management,Management,100
5015,MSc  Management and Digital Business (with Advanced Practice),Business,100
5016,MSc  Management and Digital Business (with Advanced Practice),Digital,100
5017,MSc  Management and Digital Business (with Advanced Practice),Management,100
5018,MSc  Marketing,Marketing,100
5019,MSc  Marketing Analytics,Analytics,100
5020,MSc  Marketing Analytics,Marketing,100
5021,MSc  Marketing and Consumer Psychology,Marketing,100
5022,MSc  Marketing and Consumer Psychology,Psychology,100
5023,MSc  Marketing Management Practice,Management,100
5024,MSc  Marketing Management Practice,Marketing,100
5025,"MSc  Money, Banking and Finance",Banking,100
5026,"MSc  Money, Banking and Finance",Finance,100
5027,MSc  Sustainable Supply Chain Management,Management,100
5028,MSc (Eng)  Biological and Bioprocess Engineering,Engineering ,100
5029,MSc (Eng)  Biological and Bioprocess Engineering,Bioprocess,100
5030,MSc (Eng) Advanced Software Engineering,Engineering ,100
5031,MSc (Eng) Advanced Software Engineering,Software,100
5032,MSc (Eng) Aerospace Materials,Aerospace,100
5033,MSc (Eng) Aerospace Materials,Materials,100
5034,MSc (Eng) Biological and Bioprocess Engineering,Engineering ,100
5035,MSc (Eng) Biological and Bioprocess Engineering,Bioprocess,100
5036,MSc (Eng) Data Communications,Communications,100
5037,MSc (Eng) Data Communications,Data,100
5038,MSc (Eng) Electronic and Electrical Engineering,Electrical,100
5039,MSc (Eng) Electronic and Electrical Engineering,Engineering ,100
5040,MSc (Eng) Environmental and Energy Engineering,Engineering ,100
5041,MSc (Eng) Polymers & Polymer Composite Science & Engineering,Engineering ,100
5042,MSc (Eng) Polymers & Polymer Composite Science & Engineering,Science,100
5043,MSc (Eng) Polymers and Polymer Composite Science and Engineering,Engineering ,100
5044,MSc (Eng) Polymers and Polymer Composite Science and Engineering,Science,100
5045,MSc (Eng) Semiconductor Photonics and Electronics,Photonics,100
5046,MSc (Eng) Semiconductor Photonics and Electronics,Semiconductor,100
5047,MSc (Eng) Wireless Communications Systems,Communications,100
5048,MSc (Eng) Wireless Communications Systems,Systems,100
5049,Msc (Res) Chemistry,Chemistry,100
5050,MSc (Res) Cognitive Neuroscience and Human Neuroimaging,Neuroscience,100
5051,MSc (Res) Cognitive Neuroscience and Human Neuroimaging,Neuroimaging,100
5052,MSc 5G Advanced Communications,Communications,100
5053,MSc 5G Mobile Communications and Intelligent Embedded Systems,Communications,100
5054,MSc 5G Mobile Communications and Intelligent Embedded Systems,Systems,100
5055,MSc 5G Mobile Communications and Intelligent Embedded Systems,Intelligent,100
5056,MSc 5G Mobile Communications and Intelligent Embedded Systems (with an industrial placement),Communications,100
5057,MSc 5G Mobile Communications and Intelligent Embedded Systems (with an industrial placement),Systems,100
5058,MSc 5G Mobile Communications and Intelligent Embedded Systems (with an industrial placement),Intelligent,100
5059,MSc 5G Mobile Communications and Intelligent Embedded Systems (with an industrial placement),Industrial,100
5060,MSc Accountancy and Finance,Finance,100
5061,MSc Accounting,Accounting,100
5062,MSc Accounting & Finance,Accounting,100
5063,MSc Accounting & Finance,Finance,100
5064,MSc Accounting (alternative degree MSc Finance (Accounting & Finance),Accounting,100
5065,MSc Accounting (alternative degree MSc Finance (Accounting & Finance),Finance,100
5066,MSc Accounting and Finance,Accounting,100
5067,MSc Accounting and Finance,Finance,100
5068,MSc Accounting and Financial Management,Accounting,100
5069,MSc Accounting and Financial Management,Management,100
5070,MSc Accounting L1T509,Accounting,100
5071,MSc Actuarial Science,Science,100
5072,MSc Advanced Biochemistry,Biochemistry,100
5073,MSc Advanced Computer Science,Science,100
5074,MSc Advanced Computer Science with Big Data,Data,100
5075,MSc Advanced Computer Science with Big Data,Science,100
5076,MSc Advanced Construction Technology & Building Information Management,Information,100
5077,MSc Advanced Construction Technology & Building Information Management,Management,100
5078,MSc Advanced Construction Technology & Building Information Management,Technology,100
5079,MSc Advanced Control and Systems Engineering,Engineering ,100
5080,MSc Advanced Control and Systems Engineering,Systems,100
5081,MSc Advanced Control Systems Engineering,Engineering ,100
5082,MSc Advanced Control Systems Engineering,Systems,100
5083,"MSc Advanced Electrical Machines, Power Electronics and Drives",Electrical,100
5084,"MSc Advanced Electrical Machines, Power Electronics and Drives ",Electrical,100
5085,MSc Advanced Electrical Power and Energy Systems,Electrical,100
5086,MSc Advanced Electrical Power and Energy Systems,Systems,100
5087,MSc Advanced Electrical Power and Energy Systems (two year programme),Electrical,100
5088,MSc Advanced Electrical Power and Energy Systems (two year programme),Systems,100
5089,MSc Advanced Mechanical Engineering,Engineering ,100
5090,MSc Advanced Mechanical Engineering,Mechanical,100
5091,MSc Advanced Mechanical Engineering & Industrial Placement,Engineering ,100
5092,MSc Advanced Mechanical Engineering & Industrial Placement,Mechanical,100
5093,MSc Advanced Mechanical Engineering & Industrial Placement,Industrial,100
5094,MSC Advanced Mechanical Engineering H1KA09,Engineering ,100
5095,MSC Advanced Mechanical Engineering H1KA09,Mechanical,100
5096,MSc Advanced Mechanical Engineering with Aerospace,Aerospace,100
5097,MSc Advanced Mechanical Engineering with Aerospace,Engineering ,100
5098,MSc Advanced Mechanical Engineering with Aerospace,Mechanical,100
5099,MSc Advanced Mechanical Engineering with Industrial Placement,Engineering ,100
5100,MSc Advanced Mechanical Engineering with Industrial Placement,Mechanical,100
5101,MSc Advanced Mechanical Engineering with Industrial Placement,Industrial,100
5102,MSc Advanced Mechanical Engineering with Materials,Engineering ,100
5103,MSc Advanced Mechanical Engineering with Materials,Materials,100
5104,MSc Advanced Mechanical Engineering with Materials,Mechanical,100
5105,MSc Advanced Pharmaceutical Manufacturing,Manufacturing,100
5106,MSc Advanced Software Engineering,Engineering ,100
5107,MSc Advanced Software Engineering,Software,100
5108,MSc Advanced Structural Engineering,Engineering ,100
5109,MSc Applied Physics,Physics,100
5110,MSc Applied Statistics,Statistics,100
5111,MSc Applied Statistics in Health Sciences,Statistics,100
5112,MSc Architectural Design for the Conservation of Built Heritage,Design,100
5113,MSc Architectural Engineering Design,Design,100
5114,MSc Architectural Engineering Design,Engineering ,100
5115,MSc Artificial Intelligence,Intelligence,100
5116,MSc Artificial Intelligence & Applications,Intelligence,100
5117,MSc Artificial Intelligence and Adaptive Systems,Intelligence,100
5118,MSc Artificial Intelligence and Adaptive Systems,Systems,100
5119,MSc Autonomous Robotic Intelligent Systems,Systems,100
5120,MSc Autonomous Robotic Intelligent Systems,Intelligent,100
5121,MSc Autonomous Robotic Intelligent Systems,Robotic,100
5122,MSc Banking & Finance,Banking,100
5123,MSc Banking & Finance,Finance,100
5124,MSc Banking and Finance,Banking,100
5125,MSc Banking and Finance,Finance,100
5126,MSc Behaviour Science,Science,100
5127,MSc Behavioural Science C8K409,Science,100
5128,MSc Biochemical Engineering with Industrial Management,Engineering ,100
5129,MSc Biochemical Engineering with Industrial Management,Management,100
5130,MSc Biochemical Engineering with Industrial Management,Industrial,100
5131,MSc Biochemical Engineering with Industrial Management ,Engineering ,100
5132,MSc Biochemical Engineering with Industrial Management ,Management,100
5133,MSc Biochemical Engineering with Industrial Management ,Industrial,100
5134,MSc Biomaterials and Regenerative Medicine,Medicine,100
5135,MSc Biomedical Engineering,Engineering ,100
5136,MSc Biomedical Science,Science,100
5137,MSc Biomedical Science ,Science,100
5138,MSc Biomedical Science with Education,Education,100
5139,MSc Biomedical Science with Education,Science,100
5140,MSc Bridge Engineering,Engineering ,100
5141,MSc Business,Business,100
5142,MSc Business & Management,Business,100
5143,MSc Business & Management,Management,100
5144,MSc Business Analysis & Consulting,Business,100
5145,MSc Business Analytics,Analytics,100
5146,MSc Business Analytics,Business,100
5147,MSc Business Analytics (with Placement Year),Analytics,100
5148,MSc Business Analytics (with Placement Year),Business,100
5149,MSc Business Analytics G5K709,Analytics,100
5150,MSc Business Analytics G5K709,Business,100
5151,MSc Business and Management,Business,100
5152,MSc Business and Management,Management,100
5153,MSc Business Finance & Economics,Business,100
5154,MSc Business Finance & Economics,Economics,100
5155,MSc Business Finance & Economics,Finance,100
5156,MSc Business Finance and Economics,Business,100
5157,MSc Business Finance and Economics,Economics,100
5158,MSc Business Finance and Economics,Finance,100
5159,MSc Business Finance and Economics ,Business,100
5160,MSc Business Finance and Economics ,Economics,100
5161,MSc Business Finance and Economics ,Finance,100
5162,MSc Business Intelligence and Analytics,Analytics,100
5163,MSc Business Intelligence and Analytics,Business,100
5164,MSc Business Intelligence and Analytics,Intelligence,100
5165,MSc Business Translation and Interpreting,Business,100
5166,MSc Business Translation and Interpreting,Translation,100
5167,MSc Business with Finance,Business,100
5168,MSc Business with Finance,Finance,100
5169,MSc Business with Human Resource Management ,Business,100
5170,MSc Business with Human Resource Management ,Management,100
5171,MSc Cancer Cell Biology,Biology,100
5172,"MSc Chemical & Process Engineering, Advanced",Engineering ,100
5173,MSc Chemistry,Chemistry,100
5174,MSc Cities and Global Development,Global,100
5175,MSc Civil Engineering,Engineering ,100
5176,MSc Civil Engineering ,Engineering ,100
5177,MSc Civil Engineering and Management,Engineering ,100
5178,MSc Civil Engineering and Management,Management,100
5179,MSc Civil Engineering H1KB09,Engineering ,100
5180,MSc Civil Engineering with Industrial Placement,Engineering ,100
5181,MSc Civil Engineering with Industrial Placement,Industrial,100
5182,MSc Civil Engineering with Industry,Engineering ,100
5183,MSc Clinical Pharmacy,Pharmacy,100
5184,MSc Cognitive and Computational Neuroscience,Neuroscience,100
5185,MSc Cognitive Neuroscience,Neuroscience,100
5186,MSc Communication Systems (by research),Systems,100
5187,MSc Computer Science,Science,100
5188,MSc Computer Science (by research),Science,100
5189,MSc Computer Science with Speech and  Language Processing,Science,100
5190,MSc Computer Science with Speech and  Language Processing,Speech,100
5191,MSc Computer Science with Speech and Language Processing,Science,100
5192,MSc Computer Science with Speech and Language Processing,Speech,100
5193,MSc Computing and Information Systems,Computing,100
5194,MSc Computing and Information Systems,Information,100
5195,MSc Computing and Information Systems,Systems,100
5196,MSc Computing with Digital Media,Computing,100
5197,MSc Computing with Digital Media,Digital,100
5198,MSc Computing with Digital Media,Media,100
5199,MSc Construction Project Management,Management,100
5200,MSc Corporate and Financial Risk Management,Management,100
5201,MSc Creative & Cultural Industries Management,Management,100
5202,MSc Creative and Cultural Industries  Management,Management,100
5203,MSc Creative and Cultural Industries Management,Management,100
5204,MSc Creative and Cultural Industries Management ,Management,100
5205,MSc Criminal Justice & Penal Change,Justice,100
5206,MSc Criminal Justice and Social Research Methods,Justice,100
5207,MSc Data Analytics,Analytics,100
5208,MSc Data Analytics,Data,100
5209,MSc Data Science,Data,100
5210,MSc Data Science,Science,100
5211,MSc Data Science ,Data,100
5212,MSc Data Science ,Science,100
5213,MSc Development Economics,Economics,100
5214,MSc Development Psychology in Research and Practice,Psychology,100
