,A,B,Ratio
2043,BEng (Hons) Mechanical Engineering (Control Systems),Engineering ,100
2044,BEng (Hons) Mechanical Engineering (Control Systems),Mechanical,100
2045,BEng (Hons) Mechanical Engineering (Control Systems),Systems,100
2046,BEng (Hons) Mechanical Engineering (Power and Energy),Engineering ,100
2047,BEng (Hons) Mechanical Engineering (Power and Energy),Mechanical,100
2048,BEng (Hons) Mechanical Engineering with an industrial placement year,Engineering ,100
2049,BEng (Hons) Mechanical Engineering with an industrial placement year,Mechanical,100
2050,BEng (Hons) Mechanical Engineering with an industrial placement year,Industrial,100
2051,BEng (Hons) Mechanical Engineering with International Study,Engineering ,100
2052,BEng (Hons) Mechanical Engineering with International Study,Mechanical,100
2053,BEng (Hons) Mechanical Engineering with Management,Engineering ,100
2054,BEng (Hons) Mechanical Engineering with Management,Management,100
2055,BEng (Hons) Mechanical Engineering with Management,Mechanical,100
2056,BEng (Hons) Mechanical Engineering with Robotics,Engineering ,100
2057,BEng (Hons) Mechanical Engineering with Robotics,Mechanical,100
2058,BEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Engineering ,100
2059,BEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Mechanical,100
2060,BEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Industrial,100
2061,BEng (Hons) Mechatronics and Autonomous Systems,Systems,100
2062,BEng (Hons) Medical Engineering,Engineering ,100
2063,BEng (Hons) Naval Architecture & Marine Engineering,Architecture,100
2064,BEng (Hons) Naval Architecture & Marine Engineering,Engineering ,100
2065,BEng (Hons) Product Design Engineering,Design,100
2066,BEng (Hons) Product Design Engineering,Engineering ,100
2067,BEng (Hons) Sports Design Engineering,Design,100
2068,BEng (Hons) Sports Design Engineering,Engineering ,100
2069,BEng / MEng (Hons) Aeronautical and Aerospace Engineering,Aerospace,100
2070,BEng / MEng (Hons) Aeronautical and Aerospace Engineering,Engineering ,100
2071,BEng / MEng (Hons) Automotive Engineering,Engineering ,100
2072,BEng / MEng (Hons) Biomedical Engineering,Engineering ,100
2073,BEng / MEng (Hons) Chemical and Petroleum Engineering,Engineering ,100
2074,BEng / MEng (Hons) Chemical Engineering,Engineering ,100
2075,BEng / MEng (Hons) Civil and Environmental Engineering,Engineering ,100
2076,BEng / MEng (Hons) Civil and Structural Engineering,Engineering ,100
2077,BEng / MEng (Hons) Civil Engineering,Engineering ,100
2078,BEng / MEng (Hons) Computer and Internet Engineering,Engineering ,100
2079,BEng / MEng (Hons) Electrical and Electronic Engineering,Electrical,100
2080,BEng / MEng (Hons) Electrical and Electronic Engineering,Engineering ,100
2081,BEng / MEng (Hons) Electrical and Electronic Engineering with Robotics (with an industrial placement year),Electrical,100
2082,BEng / MEng (Hons) Electrical and Electronic Engineering with Robotics (with an industrial placement year),Engineering ,100
2083,BEng / MEng (Hons) Electrical and Electronic Engineering with Robotics (with an industrial placement year),Industrial,100
2084,BEng / MEng (Hons) Electronic and Communications Engineering,Communications,100
2085,BEng / MEng (Hons) Electronic and Communications Engineering,Engineering ,100
2086,BEng / MEng (Hons) Electronic and Electrical Engineering,Electrical,100
2087,BEng / MEng (Hons) Electronic and Electrical Engineering,Engineering ,100
2088,BEng / MEng (Hons) Mechanical Engineering,Engineering ,100
2089,BEng / MEng (Hons) Mechanical Engineering,Mechanical,100
2090,BEng / MEng (Hons) Mechanical Engineering with an industrial placement year,Engineering ,100
2091,BEng / MEng (Hons) Mechanical Engineering with an industrial placement year,Mechanical,100
2092,BEng / MEng (Hons) Mechanical Engineering with an industrial placement year,Industrial,100
2093,BEng / MEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Engineering ,100
2094,BEng / MEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Mechanical,100
2095,BEng / MEng (Hons) Mechanical Engineering with Robotics (with an industrial placement year),Industrial,100
2096,BEng / MEng Chemical Engineering,Engineering ,100
2097,BEng / MEng Electronic and Electrical Engineering,Electrical,100
2098,BEng / MEng Electronic and Electrical Engineering,Engineering ,100
2099,BEng / MEng Engineering,Engineering ,100
2100,BEng / MEng Mechanical Engineering,Engineering ,100
2101,BEng / MEng Mechanical Engineering,Mechanical,100
2102,BEng / MEng Mechanical Engineering with Robotics (with an industrial placement year),Engineering ,100
2103,BEng / MEng Mechanical Engineering with Robotics (with an industrial placement year),Mechanical,100
2104,BEng / MEng Mechanical Engineering with Robotics (with an industrial placement year),Industrial,100
2105,BEng / MEng Mechatronic and Robotic Engineering,Engineering ,100
2106,BEng / MEng Mechatronic and Robotic Engineering,Robotic,100
2107,BEng / MEng Mechatronic and Robotic Engineering ,Engineering ,100
2108,BEng / MEng Mechatronic and Robotic Engineering ,Robotic,100
2109,BEng / MEng Mechatronic Engineering,Engineering ,100
2110,BEng / MEng Nuclear Engineering,Engineering ,100
2111,BEng [Hons] Computer Engineering,Engineering ,100
2112,BEng Aeronautical and Aerospace Engineering,Aerospace,100
2113,BEng Aeronautical and Aerospace Engineering,Engineering ,100
2114,BEng Aerospace Engineering with Private Pilot Instruction,Aerospace,100
2115,BEng Aerospace Engineering with Private Pilot Instruction,Engineering ,100
2116,BEng Architectural Engineering,Engineering ,100
2117,BEng Aviation Technology with Pilot Studies and Management,Management,100
2118,BEng Aviation Technology with Pilot Studies and Management,Technology,100
2119,BEng Bioengineering,Engineering ,73
2120,BEng Biomaterials Science and Engineering,Engineering ,100
2121,BEng Biomaterials Science and Engineering,Science,100
2122,BEng Biomedical Engineering,Engineering ,100
2123,BEng Chemical and Nuclear Engineering,Engineering ,100
2124,BEng Chemical Engineering,Engineering ,100
2125,BEng Civil and Environmental Engineering,Engineering ,100
2126,BEng Civil and Structural Engineering,Engineering ,100
2127,BEng Civil Engineering,Engineering ,100
2128,BEng Civil Engineering with Project Management,Engineering ,100
2129,BEng Civil Engineering with Project Management,Management,100
2130,BEng Computer Systems Engineering,Engineering ,100
2131,BEng Computer Systems Engineering,Systems,100
2132,BEng Computer Systems Engineering (with a year in industry),Engineering ,100
2133,BEng Computer Systems Engineering (with a year in industry),Systems,100
2134,BEng Computer Systems Engineering with a Year in Industry,Engineering ,100
2135,BEng Computer Systems Engineering with a Year in Industry,Systems,100
2136,BEng Electrical and Electronic Engineering,Electrical,100
2137,BEng Electrical and Electronic Engineering,Engineering ,100
2138,BEng Electrical Engineering,Electrical,100
2139,BEng Electrical Engineering,Engineering ,100
2140,BEng Electronic and Communication Engineering,Engineering ,100
2141,BEng Electronic and Communications Engineering,Communications,100
2142,BEng Electronic and Communications Engineering,Engineering ,100
2143,BEng Electronic and Electrical Engineering,Electrical,100
2144,BEng Electronic and Electrical Engineering,Engineering ,100
2145,BEng Electronic and Software Engineering,Engineering ,100
2146,BEng Electronic and Software Engineering,Software,100
2147,BEng Electronic Engineering,Engineering ,100
2148,BEng Engineering,Engineering ,100
2149,BEng General Engineering,Engineering ,100
2150,BEng Intelligent Systems and Control Engineering,Engineering ,100
2151,BEng Intelligent Systems and Control Engineering,Systems,100
2152,BEng Intelligent Systems and Control Engineering,Intelligent,100
2153,BEng Intelligent Systems and Control Engineering ( Engineering Management),Engineering ,100
2154,BEng Intelligent Systems and Control Engineering ( Engineering Management),Management,100
2155,BEng Intelligent Systems and Control Engineering ( Engineering Management),Systems,100
2156,BEng Intelligent Systems and Control Engineering ( Engineering Management),Intelligent,100
2157,BEng Intelligent Systems and Control Engineering (Engineering Management),Engineering ,100
2158,BEng Intelligent Systems and Control Engineering (Engineering Management),Management,100
2159,BEng Intelligent Systems and Control Engineering (Engineering Management),Systems,100
2160,BEng Intelligent Systems and Control Engineering (Engineering Management),Intelligent,100
2161,BEng Intelligent Systems and Control Engineering with a Year in Industry,Engineering ,100
2162,BEng Intelligent Systems and Control Engineering with a Year in Industry,Systems,100
2163,BEng Intelligent Systems and Control Engineering with a Year in Industry,Intelligent,100
2164,BEng Materials Science and Engineering,Engineering ,100
2165,BEng Materials Science and Engineering,Materials,100
2166,BEng Materials Science and Engineering,Science,100
2167,BEng Mechanical and Electrical Engineering,Electrical,100
2168,BEng Mechanical and Electrical Engineering,Engineering ,100
2169,BEng Mechanical and Electrical Engineering,Mechanical,100
2170,BEng Mechanical Engineering,Engineering ,100
2171,BEng Mechanical Engineering,Mechanical,100
2172,BEng Mechanical Engineering with Oil and Gas Studies,Engineering ,100
2173,BEng Mechanical Engineering with Oil and Gas Studies,Mechanical,100
2174,BEng Mechanical Engineering with Robotics,Engineering ,100
2175,BEng Mechanical Engineering with Robotics,Mechanical,100
2176,BEng Mechanical Engineering with Robotics (with an industrial placement year),Engineering ,100
2177,BEng Mechanical Engineering with Robotics (with an industrial placement year),Mechanical,100
2178,BEng Mechanical Engineering with Robotics (with an industrial placement year),Industrial,100
2179,BEng Mechatronic and Robotic Engineering,Engineering ,100
2180,BEng Mechatronic and Robotic Engineering,Robotic,100
2181,BEng Mechatronic and Robotic Engineering with a Year in Industry,Engineering ,100
2182,BEng Mechatronic and Robotic Engineering with a Year in Industry,Robotic,100
2183,BEng Mechatronic Engineering,Engineering ,100
2184,BEng Nuclear Engineering,Engineering ,100
2185,BEng Petroleum Engineering,Engineering ,100
2186,BEng Software Engineering,Engineering ,100
2187,BEng Software Engineering,Software,100
2188,BEng(Hons) Electronics and computer engineering,Engineering ,100
2189,"BEng, MEng  Architectural Engineering",Engineering ,100
2190,"BEng, MEng Architectural Engineering",Engineering ,100
2191,"BEng, MEng Architecture",Architecture,100
2192,"BEng, MEng Civil Engineering",Engineering ,100
2193,"BEng, MEng Computer Science",Science,100
2194,"BEng, MEng Computer Science with Artificial Intelligence",Intelligence,100
2195,"BEng, MEng Computer Science with Artificial Intelligence",Science,100
2196,"BEng, MEng Electronic and Electrical Engineering",Electrical,100
2197,"BEng, MEng Electronic and Electrical Engineering",Engineering ,100
2198,"BEng, MEng Electronics and Computer Engineering",Engineering ,100
2199,BEng/ MEng Architecture,Architecture,100
2200,BEng/MEng (Hons)  Energy Engineering,Engineering ,100
2201,BEng/MEng (Hons) Automotive and Motorsport Engineering,Engineering ,100
2202,BEng/MEng (Hons) Biomedical Engineering,Engineering ,100
2203,BEng/MEng (Hons) Chemical Engineering,Engineering ,100
2204,BEng/MEng (Hons) Civil Engineering,Engineering ,100
2205,BEng/MEng (Hons) Electrical and Electronic Engineering,Electrical,100
2206,BEng/MEng (Hons) Electrical and Electronic Engineering,Engineering ,100
2207,BEng/MEng (Hons) Electronic Engineering,Engineering ,100
2208,BEng/MEng (Hons) Mechanical Engineering,Engineering ,100
2209,BEng/MEng (Hons) Mechanical Engineering,Mechanical,100
2210,BEng/MEng (Hons) Mechanical Engineering ,Engineering ,100
2211,BEng/MEng (Hons) Mechanical Engineering ,Mechanical,100
2212,BEng/MEng (Hons) Mechanical Engineering (Power and Energy),Engineering ,100
2213,BEng/MEng (Hons) Mechanical Engineering (Power and Energy),Mechanical,100
2214,BEng/MEng Computer Systems Engineering with a Year in Industry,Engineering ,100
2215,BEng/MEng Computer Systems Engineering with a Year in Industry,Systems,100
2216,BEng/MEng Electronic Engineering,Engineering ,100
2217,BEng/MEng Electronic Engineering with a Year in Industry,Engineering ,100
2218,BEng/MEng Intelligent Systems and Control Engineering with a Year in Industry,Engineering ,100
2219,BEng/MEng Intelligent Systems and Control Engineering with a Year in Industry,Systems,100
2220,BEng/MEng Intelligent Systems and Control Engineering with a Year in Industry,Intelligent,100
2221,BEng/MEng Mechatronic and Robotic Engineering with a Year in Industry,Engineering ,100
2222,BEng/MEng Mechatronic and Robotic Engineering with a Year in Industry,Robotic,100
2223,Biochemistry,Biochemistry,100
2224,Biochemistry,Chemistry,86
2225,Biochemistry (College of Agriculture & Life Sciences),Biochemistry,100
2226,Biochemistry (with an industrial placement year),Biochemistry,100
2227,Biochemistry (with an industrial placement year),Industrial,100
2228,"Biochemistry, BA",Biochemistry,100
2229,"Biochemistry, BA",Chemistry,75
2230,"Biochemistry, BS",Biochemistry,100
